field_id,condition,metric,model_group,n,mean,median,min,max,p025,p975
21,observed_eligible_composition,neighbors_k25,both_biomedical,10,-0.01080468750000001,-0.009257812499999962,-0.020722656250000027,-0.002050781250000022,-0.02041943359375003,-0.003351562500000036
21,observed_eligible_composition,neighbors_k50,all,10,-0.0678431640625,-0.0683923611111111,-0.07049522569444439,-0.06274500868055566,-0.07037012803819438,-0.06297245008680566
21,observed_eligible_composition,neighbors_k50,without_biomedical,10,-0.06461502511160712,-0.06515659877232147,-0.06762625558035712,-0.05972307477678562,-0.06736666434151786,-0.06006223842075883
21,observed_eligible_composition,neighbors_k50,one_biomedical,10,-0.0759654541015625,-0.07605499267578125,-0.08201293945312499,-0.0706585693359375,-0.08137998962402343,-0.0706647491455078
21,observed_eligible_composition,neighbors_k50,both_biomedical,10,-0.02827441406250002,-0.028266601562499993,-0.03684570312500002,-0.02074218750000001,-0.03677319335937501,-0.02113110351562503
21,observed_eligible_composition,rsa_spearman,all,10,-0.23661406609629423,-0.23543969546929883,-0.24690047325197673,-0.23033364197716721,-0.24595652433591111,-0.23041295770215545
21,observed_eligible_composition,rsa_spearman,without_biomedical,10,-0.24474061035294797,-0.24329251681591882,-0.254634412157677,-0.23823145231373882,-0.2539648748445907,-0.2383972122803944
21,observed_eligible_composition,rsa_spearman,one_biomedical,10,-0.23464698470090867,-0.23358943656070763,-0.24602100932252735,-0.2271547665465427,-0.24501294661098696,-0.22717424403775807
21,observed_eligible_composition,rsa_spearman,both_biomedical,10,-0.04054412923615981,-0.04048658342096334,-0.04901304115903837,-0.03362976305557519,-0.0481740674751651,-0.033895913350676224
26,equal_subfield_composition,cka_debiased,all,10,-0.10105996989927475,-0.10066933629177272,-0.11008858283696377,-0.0970035475177764,-0.10860081441687568,-0.09704246288774525
26,equal_subfield_composition,cka_debiased,without_biomedical,10,-0.11300057838617075,-0.1122677388426,-0.12330365016724909,-0.1074305259593682,-0.12149408907446664,-0.10775851188818418
